accession,WT_1,WT_2,WT_3
LOC_Os02g02620,101,132,90
LOC_Os01g50400,6,5,5
LOC_Os08g43900,1,2,3
LOC_Os03g26280,0,0,0
LOC_Os03g50130,230,216,251
LOC_Os10g33862,83,96,107
LOC_Os11g03200,74,83,75
LOC_Os03g20340,1592,1069,1366
LOC_Os03g08730,451,463,448
LOC_Os05g35160,1,5,6
LOC_Os03g20090,60,50,78
LOC_Os07g49300,1286,1179,1173
LOC_Os11g16590,22,14,8
LOC_Os01g48940,66,29,36
LOC_Os09g24990,731,625,771
LOC_Os07g25050,1,0,0
LOC_Os11g14030,2,2,1
LOC_Os08g37820,158,212,182
LOC_Os10g35280,329,355,327
LOC_Os06g24010,0,1,0
LOC_Os12g32810,0,0,0
LOC_Os08g31769,0,0,0
LOC_Os07g07719,133,137,142
LOC_Os06g35730,404,461,460
LOC_Os05g07470,0,0,0
LOC_Os01g73860,9,0,2
LOC_Os07g47110,690,562,580
LOC_Os08g06740,0,2,2
LOC_Os03g08770,200,255,291
LOC_Os05g37980,2,3,2
LOC_Os12g37980,3,6,3
LOC_Os02g13430,155,24,55
LOC_Os05g26890,466,468,460
LOC_Os11g04050,3,0,0
LOC_Os06g12870,47,31,44
LOC_Os08g23680,559,507,532
LOC_Os04g25360,467,337,396
LOC_Os03g12660,197,344,524
LOC_Os01g15270,2519,1577,3258
LOC_Os08g35840,0,0,0
LOC_Os05g48390,3096,3182,2596
LOC_Os02g03880,16,17,26
LOC_Os01g21170,193,138,131
LOC_Os10g20310,581,507,585
LOC_Os01g66860,6,108,95
LOC_Os03g50325,323,322,296
LOC_Os06g43384,2,0,2
LOC_Os01g49550,1,5,3
LOC_Os12g02820,863,768,868
LOC_Os06g46340,39,0,9
LOC_Os02g43900,0,0,0
LOC_Os03g02690,529,777,626
LOC_Os12g32300,1,0,0
LOC_Os06g05640,90,116,87
LOC_Os09g22440,1379,1062,1245
LOC_Os01g02550,95,40,43
LOC_Os07g48130,142,130,137
LOC_Os02g56540,1,8,2
LOC_Os02g15750,5691,11675,9063
LOC_Os04g56654,196,157,212
LOC_Os03g30100,0,0,0
LOC_Os06g14310,2,2,2
LOC_Os10g26510,2,2,2
LOC_Os01g40670,617,652,755
LOC_Os12g08160,0,0,0
LOC_Os06g46460,684,315,389
LOC_Os04g09800,1,2,0
LOC_Os04g40500,19,15,20
LOC_Os10g41696,76,54,46
LOC_Os11g01570,1,0,6
LOC_Os08g04350,0,1,0
LOC_Os02g34990,252,218,244
LOC_Os03g58390,105,84,101
LOC_Os01g66379,308,365,415
LOC_Os02g02040,67,62,59
LOC_Os09g37100,308,310,314
LOC_Os06g07390,2,2,2
LOC_Os02g44860,43,60,43
LOC_Os06g24890,2,4,3
LOC_Os06g20270,1,1,0
LOC_Os06g47910,72,88,38
LOC_Os12g23754,208,188,181
LOC_Os10g38820,0,2,0
LOC_Os08g34850,7,14,16
LOC_Os02g30420,50,24,55
LOC_Os09g28230,29,39,46
LOC_Os11g09510,0,1,0
LOC_Os01g68290,2,1,3
LOC_Os01g63880,35,45,37
LOC_Os05g44100,714,679,938
LOC_Os11g08569,0,0,2
LOC_Os09g23530,0,0,1
LOC_Os05g38170,442,459,434
LOC_Os08g34740,444,347,382
LOC_Os12g01380,276,199,238
LOC_Os02g50560,2707,3372,3167
LOC_Os07g09110,0,0,0
LOC_Os06g44900,1,0,0
LOC_Os10g15390,476,355,391
LOC_Os11g40560,0,0,0
LOC_Os01g01200,2,3,2
LOC_Os08g42240,1,0,0
LOC_Os04g37720,75,54,55
LOC_Os07g45160,1386,1195,1294
LOC_Os09g16170,0,1,1
LOC_Os03g57190,31,20,17
LOC_Os01g12530,2232,1902,1979
LOC_Os12g33958,9,10,3
LOC_Os03g13540,381,330,394
LOC_Os04g11810,3,0,0
LOC_Os05g38690,0,0,0
LOC_Os03g53520,371,253,325
LOC_Os06g03220,0,0,0
LOC_Os04g47970,235,231,252
LOC_Os01g12230,105,72,128
LOC_Os03g17300,19,6,160
LOC_Os03g20010,2068,1762,1920
LOC_Os04g31030,562,327,436
LOC_Os01g36400,2,3,4
LOC_Os06g43810,401,685,1093
LOC_Os02g40200,17,11,8
LOC_Os11g28600,1042,1044,1265
LOC_Os09g14060,0,0,0
LOC_Os10g25310,13,5,12
LOC_Os03g29260,626,644,575
LOC_Os01g50860,1517,1497,1418
LOC_Os07g23010,1,0,0
LOC_Os10g28530,0,0,0
LOC_Os02g43594,4,1,11
LOC_Os03g10240,13,27,43
LOC_Os08g25310,274,228,261
LOC_Os01g66340,4,6,5
LOC_Os08g08860,146,96,126
LOC_Os11g31980,0,0,0
LOC_Os07g44640,119,122,108
LOC_Os02g57150,227,189,203
LOC_Os05g37150,240,164,207
LOC_Os03g57210,415,411,522
LOC_Os03g59100,355,260,340
ChrSy.fgenesh.mRNA.54,15,9,9
LOC_Os11g16470,236,252,231
LOC_Os01g40580,0,0,0
LOC_Os02g04570,0,0,0
LOC_Os01g16910,104,82,97
LOC_Os12g32600,0,0,0
LOC_Os11g47070,1,0,3
LOC_Os02g31922,112,82,70
LOC_Os09g12970,0,0,2
LOC_Os06g13030,445,481,449
LOC_Os03g60790,426,376,456
LOC_Os01g49160,21,15,17
LOC_Os02g49800,3794,2399,2601
LOC_Os08g02670,117,62,89
LOC_Os03g17020,537,512,564
LOC_Os05g38010,36,30,26
LOC_Os03g20450,1,1,1
LOC_Os05g40190,78,58,59
LOC_Os07g44770,439,360,415
LOC_Os06g28110,43,37,42
LOC_Os04g48480,109,76,85
LOC_Os03g01450,3,3,0
LOC_Os07g29410,21225,19175,23833
LOC_Os04g28040,194,134,169
LOC_Os01g43510,1,1,0
LOC_Os04g55710,514,671,1292
LOC_Os07g46450,102,126,128
LOC_Os07g48830,65,28,47
LOC_Os07g11370,0,0,0
LOC_Os03g03910,108002,94144,95262
LOC_Os02g51080,38075,45622,41781
LOC_Os01g18210,494,657,564
LOC_Os01g39490,0,0,0
LOC_Os02g55729,8,10,14
LOC_Os06g39752,8,2,4
LOC_Os12g38750,205,234,198
LOC_Os01g02460,1,9,2
LOC_Os02g12210,109,62,89
LOC_Os10g18220,243,229,228
LOC_Os03g63190,18,14,6
LOC_Os01g42260,2425,2208,2347
LOC_Os07g45760,0,0,1
LOC_Os03g54850,94,74,80
LOC_Os01g66320,613,624,769
LOC_Os02g03410,536,621,893
LOC_Os04g31390,365,329,346
LOC_Os07g46090,17,14,8
LOC_Os07g36740,0,0,0
LOC_Os04g55790,54,117,129
LOC_Os04g54240,33,34,32
LOC_Os05g43240,331,171,239
LOC_Os12g34108,26,14,37
LOC_Os03g56270,330,706,449
LOC_Os05g07764,22,19,16
LOC_Os02g04480,1108,854,941
LOC_Os03g07350,28,18,18
LOC_Os04g02590,9,8,9
LOC_Os09g39360,1,2,1
LOC_Os06g39960,34,27,48
LOC_Os04g49130,1,2,1
LOC_Os04g57540,181,140,231
LOC_Os07g35960,350,50,152
LOC_Os11g27550,0,2,2
LOC_Os02g16610,0,0,2
LOC_Os02g13670,0,1,1
LOC_Os03g04040,0,1,2
LOC_Os11g04030,45,52,39
LOC_Os01g39580,1,0,0
LOC_Os07g49380,652,475,539
LOC_Os03g31934,1,1,1
LOC_Os02g04670,88,75,77
LOC_Os01g10710,4,4,5
LOC_Os05g02200,91,70,66
LOC_Os10g36810,899,724,812
LOC_Os03g55560,1112,958,1441
LOC_Os10g29530,335,262,306
LOC_Os06g07550,286,316,259
LOC_Os04g43230,4,5,5
LOC_Os04g40740,564,596,576
LOC_Os06g17440,127,93,103
LOC_Os05g41270,0,0,0
LOC_Os04g20960,254,248,258
LOC_Os08g28360,1,0,0
LOC_Os02g45740,1,0,0
LOC_Os04g48960,2,1,0
LOC_Os09g26760,0,1,1
LOC_Os01g28680,4382,4754,5167
LOC_Os06g39600,785,699,843
LOC_Os03g45450,18,7,14
LOC_Os02g43110,80,66,71
LOC_Os07g36250,663,880,696
LOC_Os02g17520,163,159,144
LOC_Os09g31170,92,132,169
LOC_Os12g02930,0,1,0
LOC_Os05g19620,155,101,109
LOC_Os07g37310,39,29,38
LOC_Os03g22510,0,4,5
LOC_Os06g15760,352,307,298
LOC_Os04g38026,525,406,525
LOC_Os07g46720,177,93,97
LOC_Os04g22670,1,0,0
LOC_Os09g24460,1384,1121,1296
LOC_Os03g14690,1492,1979,1845
LOC_Os02g15410,0,0,0
LOC_Os03g24030,130,100,131
LOC_Os04g13430,0,0,0
LOC_Os05g40720,111,89,103
LOC_Os04g52640,673,367,382
LOC_Os11g07380,4,1,0
LOC_Os01g26070,19,42,53
LOC_Os03g07120,4,2,4
LOC_Os06g15420,1344,1442,1318
LOC_Os06g50210,0,0,0
LOC_Os01g65700,15,6,10
LOC_Os03g53800,142,256,259
LOC_Os07g48520,604,773,612
LOC_Os04g57350,2,2,15
LOC_Os06g14400,107,72,94
LOC_Os05g31525,0,1,0
LOC_Os03g40700,172,173,163
LOC_Os01g12090,214,203,215
LOC_Os03g20730,206,43,133
LOC_Os06g49030,103,78,101
LOC_Os11g28340,263,197,218
LOC_Os09g02270,5,12,6
LOC_Os08g29390,0,0,0
LOC_Os10g18470,0,0,0
LOC_Os04g52320,0,2,3
LOC_Os07g47340,435,242,343
LOC_Os12g41210,635,496,569
LOC_Os12g13670,601,544,591
LOC_Os09g37040,113,83,96
LOC_Os04g56500,191,136,221
LOC_Os07g44900,106,124,98
LOC_Os12g02870,110,78,106
LOC_Os07g15610,0,0,0
LOC_Os05g19040,81,49,49
LOC_Os12g04690,1,1,0
LOC_Os02g56840,1055,995,948
LOC_Os12g41940,1,3,3
LOC_Os04g44670,36,32,53
LOC_Os11g37610,141,65,143
LOC_Os08g09040,0,0,0
LOC_Os09g29540,522,123,233
LOC_Os10g33920,17,24,23
LOC_Os11g01300,409,256,482
LOC_Os06g48210,7,6,8
LOC_Os01g19450,1376,1255,1156
LOC_Os11g19140,1,2,0
LOC_Os11g03410,244,140,211
LOC_Os01g40830,0,1,0
LOC_Os01g16360,0,0,0
LOC_Os09g23650,920,778,820
LOC_Os12g31520,6,3,9
LOC_Os10g24094,875,880,813
LOC_Os10g02610,0,0,0
LOC_Os09g34170,0,0,1
LOC_Os02g11950,0,0,0
LOC_Os02g03294,0,0,1
LOC_Os05g44770,136,113,124
LOC_Os06g14540,0,1,1
LOC_Os08g33700,23,15,30
LOC_Os07g40180,1,0,0
LOC_Os11g26910,3331,3123,3422
LOC_Os03g39270,0,0,0
LOC_Os06g34530,0,0,0
LOC_Os08g34480,315,286,326
LOC_Os05g08560,227,200,233
LOC_Os06g33330,532,802,512
LOC_Os03g06370,89,70,95
LOC_Os01g44240,0,0,0
LOC_Os05g03760,4187,3427,4942
LOC_Os11g04720,498,765,797
LOC_Os01g32380,1,0,0
LOC_Os07g40320,139,86,168
LOC_Os06g21850,0,0,2
LOC_Os01g26310,3,2,4
LOC_Os06g23114,87,107,104
LOC_Os02g42520,204,143,167
LOC_Os03g34310,1245,1133,960
LOC_Os12g10870,2,2,2
LOC_Os11g10850,34,39,28
LOC_Os06g38710,1,0,2
LOC_Os01g50780,0,0,0
LOC_Os11g28270,2086,2350,2344
LOC_Os01g53294,396,387,426
LOC_Os07g27150,317,231,277
LOC_Os12g13295,171,144,142
LOC_Os08g29710,141,114,113
LOC_Os06g19170,61,46,46
LOC_Os11g30360,17,7,20
LOC_Os08g15322,77,54,91
LOC_Os04g41510,948,907,787
LOC_Os08g18920,13,5,12
LOC_Os01g56870,27,28,20
LOC_Os05g13320,4,4,10
LOC_Os05g09290,0,0,0
LOC_Os04g53080,0,0,0
LOC_Os03g12630,86,74,84
LOC_Os08g34020,103,67,44
LOC_Os04g01600,212,239,214
LOC_Os02g14290,207,209,210
LOC_Os03g05370,3,0,0
LOC_Os03g33220,40,33,19
LOC_Os11g28104,25,6,20
LOC_Os08g44860,9579,7887,7050
LOC_Os01g36100,0,0,0
LOC_Os06g39690,2718,2261,2397
LOC_Os03g09060,500,726,701
LOC_Os12g03800,402,431,480
LOC_Os05g16490,0,0,0
LOC_Os04g38490,1,1,1
LOC_Os04g35260,708,612,640
LOC_Os05g06510,453,424,476
LOC_Os02g31090,7,2,7
LOC_Os03g33580,126,112,115
LOC_Os06g16940,4,3,5
LOC_Os08g16610,0,0,3
LOC_Os10g19050,6,5,11
LOC_Os01g53880,260,230,383
LOC_Os01g04660,1,0,0
LOC_Os10g32372,0,0,0
LOC_Os10g22430,1011,637,716
LOC_Os02g53680,277,201,210
LOC_Os12g17300,0,0,4
LOC_Os02g01080,119,101,104
LOC_Os05g23440,42,44,48
LOC_Os01g40820,136,113,138
LOC_Os07g05050,467,367,398
LOC_Os05g11540,5,13,7
LOC_Os06g17920,7,7,16
LOC_Os02g51060,74,71,78
LOC_Os08g10608,504,478,514
LOC_Os02g15970,245,203,271
LOC_Os01g26280,80,53,47
LOC_Os05g11910,33,43,59
LOC_Os01g43320,9,17,22
LOC_Os05g09430,0,0,1
LOC_Os04g21350,938,545,550
LOC_Os11g06780,77,31,47
LOC_Os11g03440,1,0,0
LOC_Os04g33460,1710,2313,1610
LOC_Os07g46190,0,2,0
LOC_Os12g03450,8,9,13
LOC_Os11g35890,92,13,25
LOC_Os05g34600,274,200,275
LOC_Os06g33780,0,0,0
LOC_Os12g38795,80,87,73
LOC_Os07g05330,2,2,2
LOC_Os11g36550,0,0,0
LOC_Os11g02320,852,669,715
LOC_Os05g25650,55,44,43
LOC_Os02g42380,2,3,0
LOC_Os01g63160,10,15,7
LOC_Os02g42610,14,8,11
LOC_Os02g30730,823,819,821
LOC_Os10g38740,78,49,43
LOC_Os10g34220,1,5,1
LOC_Os01g73990,196,160,164
LOC_Os02g18480,251,190,259
LOC_Os05g46340,1341,929,1214
LOC_Os03g14710,15,17,20
LOC_Os05g08600,680,589,682
LOC_Os08g43850,3,1,1
LOC_Os03g19280,628,535,470
LOC_Os10g21266,121,144,139
LOC_Os02g40450,103,99,119
LOC_Os10g26490,2,0,0
LOC_Os09g27970,1246,859,888
LOC_Os06g34100,39,180,46
LOC_Os12g37419,444,439,469
LOC_Os10g36660,1,0,1
LOC_Os03g22420,1946,1922,1856
LOC_Os05g18280,43,48,63
LOC_Os08g13930,2568,2138,1936
LOC_Os09g34850,430,360,411
LOC_Os06g38210,34,30,15
LOC_Os09g03210,423,331,439
LOC_Os03g15240,25,42,43
LOC_Os08g43510,149,132,163
LOC_Os12g08970,0,0,0
LOC_Os08g27160,0,1,0
LOC_Os06g20390,959,882,938
LOC_Os11g37140,2,2,1
LOC_Os07g01950,732,625,745
LOC_Os06g48290,2,0,0
LOC_Os12g33160,1824,1598,1853
LOC_Os03g47550,792,702,582
LOC_Os07g06450,2337,3361,2828
LOC_Os06g43760,901,1041,841
LOC_Os01g34050,101,122,88
LOC_Os11g40650,0,0,1
LOC_Os06g39590,63,69,106
LOC_Os02g24490,1,2,2
LOC_Os02g57010,708,1318,1271
LOC_Os03g56610,53,46,66
LOC_Os11g37950,65,9,3
LOC_Os01g06230,0,2,1
LOC_Os08g32550,29,14,12
LOC_Os12g41110,7,6,5
LOC_Os07g13010,0,1,0
LOC_Os02g08140,333,309,380
LOC_Os02g50080,4,5,2
LOC_Os02g26404,104,52,56
LOC_Os07g17220,54,36,43
LOC_Os06g02650,0,2,0
LOC_Os06g50410,0,0,0
LOC_Os12g13445,0,0,1
LOC_Os01g07640,30,33,22
LOC_Os11g45180,0,0,0
LOC_Os04g53360,4,4,5
LOC_Os11g14280,0,0,1
LOC_Os01g52460,471,362,315
LOC_Os03g08830,232,213,223
LOC_Os02g53300,0,0,1
LOC_Os02g10970,1638,1475,1500
LOC_Os05g01940,333,418,654
LOC_Os03g26090,229,200,225
LOC_Os02g07360,2040,2052,2136
LOC_Os04g54100,0,0,0
LOC_Os02g33540,27,12,13
LOC_Os09g19960,0,2,2
LOC_Os08g29760,178,130,179
LOC_Os11g22030,1,0,0
LOC_Os09g25330,31,37,34
LOC_Os06g11980,146,131,203
LOC_Os03g59660,0,0,0
LOC_Os01g13404,128,95,119
LOC_Os07g12890,806,679,1510
LOC_Os07g32050,5,6,8
LOC_Os03g61090,2259,2179,2406
LOC_Os01g67100,6,5,9
LOC_Os08g17120,1,0,0
LOC_Os01g67240,12,18,14
LOC_Os07g31440,340,245,257
LOC_Os04g30420,243,305,420
LOC_Os01g38890,15,13,6
LOC_Os11g06890,2188,1512,1843
LOC_Os10g24020,140,83,111
LOC_Os11g47180,51,51,42
LOC_Os04g34720,222,164,197
LOC_Os01g58114,942,677,748
LOC_Os05g50940,0,2,1
LOC_Os01g53800,325,273,272
LOC_Os10g29320,38,37,45
LOC_Os05g28010,662,581,647
LOC_Os10g17690,8,2,1
LOC_Os02g48130,115,127,97
LOC_Os02g49320,1241,980,1108
LOC_Os02g42430,39,70,63
LOC_Os05g49170,178,154,169
LOC_Os03g43400,0,1,2
LOC_Os01g40760,31,15,20
LOC_Os05g41800,121,188,181
LOC_Os11g25890,0,0,0
LOC_Os01g01302,1786,1995,1840
LOC_Os03g46600,83,65,86
LOC_Os02g40800,3,3,10
LOC_Os01g05430,48,42,53
LOC_Os02g48840,269,178,255
LOC_Os03g02830,464,525,503
LOC_Os02g48320,1,0,2
LOC_Os01g60830,1274,910,888
LOC_Os01g32780,47,32,60
LOC_Os01g56720,0,0,0
LOC_Os12g07440,7,2,5
LOC_Os01g45450,35,31,29
LOC_Os06g02580,1228,1584,1610
LOC_Os07g44190,765,671,733
LOC_Os03g48480,279,156,246
LOC_Os06g36930,0,0,0
LOC_Os07g39820,3,5,6
LOC_Os08g02140,321,277,260
LOC_Os05g04940,259,154,245
LOC_Os09g08430,2573,2803,2661
LOC_Os10g22980,1081,877,1163
LOC_Os06g46480,22,10,11
LOC_Os02g46956,220,176,182
LOC_Os09g25550,697,907,763
LOC_Os04g14290,0,0,1
LOC_Os01g11870,9,6,2
LOC_Os03g55410,334,320,315
LOC_Os02g58160,182,164,199
LOC_Os04g28260,43,20,24
LOC_Os06g50715,28,48,43
LOC_Os01g58020,128,353,138
LOC_Os08g36140,1009,1081,1220
LOC_Os05g45100,1,0,0
LOC_Os06g24290,1,0,0
LOC_Os05g50230,872,554,818
LOC_Os11g44790,19,16,18
LOC_Os03g60460,940,837,857
LOC_Os11g45220,1,0,3
LOC_Os03g04400,317,297,321
LOC_Os07g03590,5,0,0
LOC_Os12g42840,8,1,5
LOC_Os10g21190,362,776,681
LOC_Os10g26630,140,182,211
LOC_Os04g20560,0,0,0
LOC_Os08g06450,2,0,0
LOC_Os07g37540,2,3,4
LOC_Os03g21530,714,790,743
LOC_Os03g17770,0,0,1
LOC_Os01g18890,0,0,0
LOC_Os01g73560,898,677,659
LOC_Os02g32160,834,668,807
LOC_Os11g30450,2,0,0
LOC_Os02g57840,3,11,5
LOC_Os01g66630,13,16,6
LOC_Os01g16146,180,171,189
LOC_Os05g33644,21,34,23
LOC_Os07g40640,104,74,107
LOC_Os08g23720,10,12,7
LOC_Os04g36610,0,0,0
LOC_Os03g03810,11,66,29
LOC_Os04g50176,0,2,0
LOC_Os08g01150,694,368,610
LOC_Os01g04100,88,41,103
LOC_Os02g22110,23,10,20
LOC_Os02g44270,394,271,330
LOC_Os03g04130,301,151,290
LOC_Os02g52420,977,1187,949
LOC_Os01g14420,48,67,56
LOC_Os03g03790,213,201,121
LOC_Os09g32960,385,283,348
LOC_Os01g62570,10,2,6
LOC_Os03g63920,277,246,246
LOC_Os12g10630,396,341,280
LOC_Os05g39500,1,11,3
LOC_Os02g24642,605,650,474
LOC_Os02g06580,9,5,14
LOC_Os06g42430,196,152,159
LOC_Os04g51580,1005,911,1079
LOC_Os01g52120,44,39,46
LOC_Os05g50310,333,319,328
LOC_Os12g32499,0,1,0
LOC_Os07g09800,1768,1888,2054
LOC_Os07g48602,589,485,524
LOC_Os01g11570,111,68,94
LOC_Os05g39560,6,6,6
LOC_Os08g42250,0,0,0
LOC_Os03g21990,1005,878,805
LOC_Os03g42334,1,0,0
LOC_Os10g30100,1212,999,1127
LOC_Os11g01590,1033,906,798
LOC_Os06g35470,156,124,171
LOC_Os03g42520,2,0,1
LOC_Os04g49880,0,0,0
LOC_Os10g23950,0,0,0
LOC_Os09g11110,9,8,6
LOC_Os01g53820,7,8,7
LOC_Os02g40510,783,683,1140
LOC_Os05g01530,2029,1546,1502
LOC_Os06g43044,2,6,1
LOC_Os01g39800,675,784,669
LOC_Os11g29580,0,0,0
LOC_Os12g36630,22,19,38
LOC_Os03g47580,96,91,91
LOC_Os11g41990,2877,2573,2524
LOC_Os03g28080,248,148,195
LOC_Os03g58820,215,198,189
LOC_Os07g23380,0,1,0
LOC_Os04g58250,504,384,426
LOC_Os09g37440,10,0,6
LOC_Os08g33750,532,522,559
LOC_Os12g12514,1,1,0
LOC_Os02g39960,2,0,6
LOC_Os02g07720,1315,1076,1249
LOC_Os02g56920,0,0,1
LOC_Os08g27810,3,5,6
LOC_Os05g42140,12,10,10
LOC_Os02g57300,6,3,8
LOC_Os12g01690,0,0,7
LOC_Os10g06720,425,288,237
LOC_Os09g36820,2,0,0
LOC_Os04g42200,133,92,127
LOC_Os07g44460,0,0,0
LOC_Os01g05480,7,12,3
LOC_Os07g10970,210,148,180
LOC_Os01g16660,555,412,450
LOC_Os01g11600,15,5,13
LOC_Os01g60230,2318,1942,2097
LOC_Os05g43060,3412,3010,2772
LOC_Os06g07560,449,339,522
LOC_Os11g03510,2,0,2
LOC_Os05g08960,2882,2519,3042
LOC_Os09g36020,121,98,143
LOC_Os01g64980,624,444,416
LOC_Os08g06140,1684,1693,2155
LOC_Os06g32355,11,12,6
LOC_Os04g42910,465,418,538
LOC_Os12g01710,5,1,2
LOC_Os12g28177,26,28,25
LOC_Os04g33200,105,279,220
LOC_Os07g42510,142,78,96
LOC_Os11g23770,38,38,36
LOC_Os03g27200,0,0,0
LOC_Os02g28200,12,3,12
LOC_Os01g62370,89,73,80
LOC_Os02g38780,1128,893,913
LOC_Os11g06200,10,7,12
LOC_Os09g04880,1091,1119,1037
LOC_Os08g41480,95,97,95
LOC_Os07g23100,1,1,0
LOC_Os06g12680,127,109,153
LOC_Os08g03650,1362,926,1203
LOC_Os09g15170,95,77,92
LOC_Os10g12354,828,844,980
LOC_Os11g38430,0,0,0
LOC_Os07g20630,0,2,7
LOC_Os03g58070,5966,4749,5979
LOC_Os12g03070,9517,9973,9079
LOC_Os01g43844,1357,495,855
LOC_Os01g48140,23,30,17
LOC_Os10g35330,11,8,6
LOC_Os04g38800,0,0,1
LOC_Os07g14820,4,0,0
LOC_Os11g47570,0,0,0
LOC_Os03g16480,291,234,289
LOC_Os01g01700,1356,1161,1441
LOC_Os05g44410,0,0,0
LOC_Os12g01010,405,374,358
LOC_Os07g34589,14563,10204,14073
LOC_Os02g53384,61,45,40
LOC_Os09g09550,0,0,0
LOC_Os10g35490,56,65,73
LOC_Os07g39300,688,627,550
LOC_Os03g63430,1889,1470,1465
LOC_Os11g03190,2,0,3
LOC_Os01g57110,1689,1702,1915
LOC_Os05g29030,576,429,583
LOC_Os03g55080,80,68,141
LOC_Os03g48730,1,0,0
LOC_Os06g11860,213,127,219
LOC_Os04g29840,1,0,0
LOC_Os01g49026,834,585,725
LOC_Os08g34160,45,31,39
LOC_Os02g02290,4193,3765,3790
LOC_Os11g40890,7,0,1
LOC_Os03g28420,1822,2292,2024
LOC_Os01g59120,3,7,12
LOC_Os09g22280,1073,928,1090
LOC_Os01g32610,29,28,25
LOC_Os10g27100,0,0,0
LOC_Os10g31000,1151,1190,1197
LOC_Os01g33800,807,675,695
LOC_Os02g24634,297,177,270
LOC_Os05g35880,0,1,0
LOC_Os03g51050,1110,722,691
LOC_Os08g43090,209,222,269
LOC_Os03g02650,3,2,10
LOC_Os02g12260,0,0,0
LOC_Os01g10140,70,75,78
LOC_Os11g04450,0,4,0
LOC_Os01g18870,0,0,0
LOC_Os04g44950,374,322,315
LOC_Os04g35340,0,0,0
LOC_Os10g25030,165,98,143
LOC_Os03g40310,224,170,185
LOC_Os04g34620,353,224,300
LOC_Os01g03820,1503,1407,1418
LOC_Os06g50560,10,7,0
LOC_Os05g51450,6901,6856,7117
LOC_Os03g10180,5913,5145,5240
LOC_Os03g24910,6,13,2
LOC_Os02g51910,457,366,510
LOC_Os11g24880,0,1,0
LOC_Os07g48420,242,215,232
LOC_Os08g05650,1711,1942,1882
LOC_Os08g03760,0,1,0
LOC_Os08g24930,149,98,142
LOC_Os04g30010,134,44,64
LOC_Os06g17930,0,0,0
LOC_Os03g29630,76,71,63
LOC_Os02g42160,93,62,118
LOC_Os12g17920,0,0,0
LOC_Os01g66440,6,2,11
LOC_Os05g50815,75,79,60
LOC_Os12g32820,218,184,189
LOC_Os04g11270,0,2,2
LOC_Os12g03950,7,12,10
LOC_Os03g59700,507,447,493
LOC_Os02g10830,11,15,6
LOC_Os09g09500,53,13,17
LOC_Os07g13800,11,30,16
LOC_Os07g44360,2,4,0
LOC_Os09g36520,1005,798,983
LOC_Os05g49970,7397,8741,7406
LOC_Os03g03460,460,348,392
LOC_Os09g34040,956,809,779
LOC_Os04g30340,1,0,0
LOC_Os12g02390,484,350,385
LOC_Os03g03430,684,526,578
LOC_Os08g07830,1632,1593,1918
LOC_Os01g47380,0,0,1
LOC_Os02g21600,2,4,3
LOC_Os03g63270,127,119,125
LOC_Os06g19370,175,83,124
LOC_Os07g39730,124,117,124
LOC_Os02g20270,138,136,126
LOC_Os04g37619,12115,15291,13985
LOC_Os04g40430,127,127,144
LOC_Os01g54930,1066,933,1144
LOC_Os02g15280,5,20,33
LOC_Os03g10940,476,477,440
LOC_Os10g35450,66,70,59
LOC_Os12g40774,2,0,1
LOC_Os11g22960,1,1,2
LOC_Os03g54980,901,652,791
LOC_Os06g33880,2,5,4
LOC_Os10g22730,21,29,22
LOC_Os11g09940,3187,2714,2841
LOC_Os08g40210,6,3,6
LOC_Os05g30890,1,3,0
LOC_Os08g14760,4,10,14
LOC_Os11g08670,9055,5395,5780
ChrSy.fgenesh.mRNA.58,0,1,0
LOC_Os04g38380,75,63,79
LOC_Os06g34070,181,318,267
LOC_Os02g27850,420,423,457
LOC_Os01g38810,0,0,0
LOC_Os04g48050,858,616,787
LOC_Os08g41420,300,240,303
LOC_Os01g64949,38,45,36
LOC_Os10g42724,446,349,342
LOC_Os06g28230,1,1,1
LOC_Os12g42044,108,81,72
LOC_Os07g07540,9015,10603,10157
LOC_Os04g45200,708,532,595
LOC_Os02g52180,14,7,12
LOC_Os03g06700,13,24,12
LOC_Os06g28240,7,4,2
LOC_Os02g57640,804,666,715
LOC_Os03g50560,11,8,13
LOC_Os06g09050,18,16,14
LOC_Os01g65100,2066,2034,1071
LOC_Os06g35660,1,0,1
LOC_Os02g32980,88,52,65
LOC_Os05g30535,0,1,0
LOC_Os02g25870,10,21,12
LOC_Os06g12170,1673,1054,1128
LOC_Os07g47180,695,684,724
LOC_Os11g08990,0,0,0
LOC_Os02g19200,518,459,512
LOC_Os10g25130,593,472,403
LOC_Os01g31310,5,5,1
LOC_Os02g38680,1356,891,1068
LOC_Os10g35130,349,250,265
LOC_Os11g04840,0,1,0
LOC_Os03g23960,15,7,15
LOC_Os01g35610,2,1,0
LOC_Os05g11428,356,280,305
LOC_Os12g23180,24443,33172,25965
LOC_Os02g52880,308,341,301
LOC_Os01g65330,979,776,940
LOC_Os03g07226,137,115,164
LOC_Os06g49980,600,427,525
LOC_Os04g35170,2148,2115,2393
LOC_Os01g19780,1,0,1
LOC_Os11g24484,0,1,0
LOC_Os05g47560,21100,17538,16999
LOC_Os08g32780,0,0,0
LOC_Os07g34040,0,0,2
LOC_Os07g17560,91,94,131
LOC_Os07g05000,3590,3879,3486
LOC_Os04g54740,0,0,0
LOC_Os06g05160,424,444,517
